id,brewery_id,name,cat_id,style_id,abv,descript,rating,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,945,Golden Triangle Triple,-1,-1,8.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,945,Belgian Double,-1,-1,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,945,Steamroller Stout,3,42,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,945,Hazy Daze Hefeweizen,4,50,5.5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,945,Patriot Pale Ale,3,26,5.2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,945,Alt-Er-Ego Amber,3,38,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,21,Horny Devil,-1,-1,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,21,Old Numbskull 2003,-1,-1,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,68,Come About Imperial Stout,3,43,9,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,68,Navigator Doppelbock,7,92,8.9,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,1204,Vertical Epic 04.04.04,-1,-1,8.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,609,First Anniversary Ale,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,1238,Nut Brown,3,38,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,1238,Amber Ale,3,33,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,1238,Pale Ale,3,26,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,1238,Hefeweizen,4,55,7.5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,759,India Pale Ale,3,26,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,759,Pale Ale,3,26,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,759,Amber,3,33,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,759,Stout,3,42,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,759,Pilsner,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,759,Wheat,4,50,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,751,Fire Rock Pale Ale,3,26,5.8,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,524,Double Barrel Ale,3,33,5,A British Pale Ale never tasted so fresh. We challenge our good friends across the pond to match this one. Canâ€™t be done. Weâ€™ve honored the traditions of the great British Pale brewers of Burton-on-Trent using our patented Firestone Union oak barrels. Youâ€™re left with a mild blend of vanilla and toasted oak flavor touched with an elegant hint of English noble hops. DBA is the flagship of our company and wildly popular.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,404,Island Pale Ale (IPA),3,31,7,Our Islander IPA is a powerful West Coast IPA. This beer bites back with an intense hoppy zing and high alcohol content. The Islander IPA is dry hopped with tons of Centennial & Chinook hops and its fruity aroma will win your approval.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,404,Point Loma Porter,2,25,0,"A robust porter, very dark in color and a roasted malt flavor from chocolate malts. Its slight bitterness is rightfully balanced with a sweet smooth finish. A full-bodied beer with medium hop bitterness and aroma.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,404,Uptown Brown,3,38,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,404,Mermaid Red,3,33,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,404,Four Brothers Pale Ale,3,26,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,404,Coronado Golden Ale,7,77,0,"This golden colored ale is smooth, light in flavor, crisp and very similar to a European-style pilsner. Our Golden ale is delicately hopped with traditional pilsner style Czech Saaz hops. It is one of our most popular beers and considered our gateway beer.",3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,1204,Old Guardian Barley Wine 2003,-1,-1,9.91,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,68,Dorado Double IPA,3,32,9.6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,1100,Old 395 Barleywine,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,1100,Mission Gorge Porter,2,25,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,1100,Grantville Gold,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,1100,Old Town Nut Brown,3,38,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,1100,Amber,3,33,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,1100,Friars IPA,3,31,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,1204,Levitation Ale,3,33,4.4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,1204,Imperial Stout 2003,3,42,9.4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,21,Lil Devil,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,29,Pure Hoppiness,3,32,8,"A West Coast Double IPA
So mega-hopped it will take you to hop heaven. Weâ€™ve used hops in the boil, more hops in the giant hopback, and added to that, an incredible amount of dry-hopping for that cutting-edge â€œhop bite.â€ Once youâ€™ve tasted this unique beer, all others pale in comparison. 1.072 OG Classified IBU 8%ABV",3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,1204,Smoked Porter,2,25,5.9,"Stone Smoked Porter is dark, rich and complicated. A porter is substantially darker than a pale ale, but not as black or opaque as a stout. Our Smoked porter has a captivatingly deep mahogany color, complimented by silky dark tan head. Rich, full bodied and robust. Smooth, with chocolate and coffee-like flavors balanced by the subtle \smoky\"" character of just the right amount of peat-smoked specialty malt.""",4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,1204,Stone Pale Ale,3,26,5.4,"Our flagship ale, Stone Pale Ale is our Southern California interpretation of the classic British pale ale style. Deep amber in color, Stone Pale Ale is robust and full flavored. A delicate hop aroma is complemented by a rich maltiness. This is an ale for those who have learned to appreciate distinctive flavor. Stone Pale Ale is great by itself, or with food that requires a beer of character.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,1101,Winter Wheat,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,1101,Oatmeal Stout,3,42,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,1101,Pale Ale,3,26,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,1101,Amber Ale,3,33,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,1101,X-Tra Pale,3,26,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,1101,Caber Tossed,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,1101,Cinnabarr,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,1101,Old English Ale,1,13,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,1101,Honey Ale,8,95,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,1101,Premium Golden Ale,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,936,Ding Ding Double IPA,3,31,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,936,Irish Stout,3,42,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,936,Torrey Pines IPA,3,31,6.8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,936,Sunset Amber Ale,3,33,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,936,Paradise Pale Ale,3,26,4.8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,936,Sweet Spot Hefe,4,50,5.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,936,California Gold,8,95,4.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,1009,Skye Strong Ale,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,1009,Bombshell Barleywine,-1,-1,9.8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,1009,Red Square,3,42,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,1009,Broken Keg Ice Bock,7,90,15,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,1009,Z-U-Later Doppelbock,7,90,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,1009,Frank Double IPA,3,31,8.5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,1180,Creamy Stout,3,42,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,1180,Brown Ale,3,38,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,1180,India Pale Ale,3,26,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,1180,Pale Ale,3,26,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,1180,Red Ale,3,26,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,731,Belgian Abbey Red,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,731,Padre Porter,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,731,Star of India Pale Ale,3,26,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,731,Downtown After Dark,3,38,12,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,731,Red Trolley Ale,3,33,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,731,Amber Lager,8,95,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,731,Endless Summer Gold,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,1181,Sprecher Russian Imperial Stout,3,43,8.5,"Once brewed in Britain for the Russian Czars, this tremendously rich and thick ale uses a profusion of burnt and caramel malts. A massive mouthful of dark roasted malt and coffee flavors finishes with hints of chocolate, caramel & licorice.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,1181,Sprecher Abbey Triple,5,61,8.41,"A Belgian Trappist triple yeast culture balanced with the finest imported pale barley, Belgian aromatic malt and oats, gives this golden ale a fruity bouquet and a light refined taste.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,696,Blackfriar,1,15,7,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,306,Rycerskie,7,90,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,432,Van den Vern Grand Cru,-1,-1,9.8,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,432,Tripel Krullekop,-1,-1,9.8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1143,Black Diamond Imperial Porter,3,42,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,1143,Mojo Ale,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,358,Satin Solstice Imperial Stout,3,43,7.5,"This smooth, creamy stout and a crackling fireplace are the perfect answer to a wintery evening in Wisconsin. The rich coffee flavor compliments the \warm",5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,769,Snake Chaser,3,42,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,1143,Paddle Me IPA,3,31,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,205,Oktober Fest - MÃ¤rzen,7,84,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,540,Heller Hound Bock Beer,7,91,6.2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,765,Sirius,11,113,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,299,Troubadour,3,26,6.5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,185,BÃªte des Vosges,1,13,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,195,Saxo,-1,-1,8,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,572,Millennium Brew,-1,-1,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,322,Empire India Pale Ale,1,2,7.5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,671,Thunder Storm,8,95,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,710,Voyageur Extra Pale Ale,3,26,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,710,Burly Brown Ale,3,38,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,922,Dark Walnut Stout,3,42,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,922,Birch Wood Ale,3,26,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,922,Red Cedar Red,3,38,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,922,Whitetail Wheat,8,95,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,922,Half Moon Gold,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,922,Bubba,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,922,Irish Red,3,33,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,922,White Weasel Beer,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,321,Nikolausbier AltfrÃ¤nkisches Dunkel,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,321,Hell,-1,-1,5.1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,1200,Spring Bock,7,90,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,321,Roggenbier,8,95,5.5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,46,Adler BrÃ¤u Doppel Bock Beer,7,90,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,46,Adler BrÃ¤u Winter Ale,1,13,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,46,Adler BrÃ¤u Eagle Lager,8,95,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,913,Prostrator Doppelbock,7,90,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,913,Dark Pilsener,8,95,5.5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,913,Classic Pilsener,-1,-1,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,1039,Gold Rush (discontinued),-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,1298,Northwind Imperial Stout,3,42,7.5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,271,Satan Gold,-1,-1,8,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,602,Wooden Ships ESB,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,602,Imperial Stout,3,42,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,602,Old Scratch Barleywine 2002,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,205,BrÃ¤u-Weisse,4,50,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,1023,Weisse Dunkel,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,763,Pseudo Lambic Framboise,5,70,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,268,Geuze Boon,5,70,6,"Geuze, a mixture of old and young Lambic. The young Lambic is added to cause a refermentation in the bottle making for a delightfully sparkling and dry beer that has been likened, in all seriousness, to Champagne.",5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,288,CuvÃ©e RenÃ© Grand Cru Gueuze Lambic,5,70,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,202,Iris,5,70,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,202,RosÃ© de Gambrinus,5,70,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,630,Oude Kriek,5,70,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,202,Kriek-Lambic,5,70,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,1115,Samichlaus Bier 2003,7,90,14,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,961,Porter IV,3,42,7.2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,765,The Hairy Eyeball,-1,-1,8.8,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,276,Malheur MM,-1,-1,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,586,India Pale Ale,3,26,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,769,Eastside Dark,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,769,Big Easy Beer,7,90,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,255,Old Knucklehead 2003,-1,-1,9.1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,659,Doppel-Hirsch Bavarian-Doppelbock,7,90,7.2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,255,Bottle Conditioned Porter,2,25,5.5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,255,Black Strap Stout,3,42,6,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,659,Bavarian-Weissbier Hefeweisse / Weisser Hirsch,4,50,5.2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,853,Celis White,5,72,3.9,"This traditional Belgian Whitbierre is the multiple gold medal winning Pierre Celis original. White and cloudy in appearance, brewed with wheat and seasoned with orange peel and coriander. A refreshing unfiltered ale that is both sweet and tart.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,255,Bridgeport India Pale Ale,3,31,5.5,"Our award-winning IPA sparkles with effervescence, the result of natural-conditioning, a process where the beer is double-fermented in each bottle, keg or cask. Brewed with a blend of five hop varieties, BridgePort IPA presents a floral, citrusy aroma and full hop flavor, while downplaying the bitterness.  The beer pours smooth in the glass, emitting its signature golden glow.",4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,255,Blue Heron Pale Ale,-1,-1,4.9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,255,ESB,-1,-1,6.1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,272,Stille Nacht,-1,-1,12,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,1293,Hop Pocket Ale,3,26,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,769,Holiday Spice Lager Beer,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,157,Samuel Adams Utopias MMIV,-1,-1,24,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,21,Grand Cru 2003,-1,-1,10,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,907,Imperial Stout,3,42,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,1204,7th Anniversary IPA,3,31,7.7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,128,Nora,-1,-1,7,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,267,Bellegems Bruin,-1,-1,5.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,687,BiÃ¨re du Boucanier,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,993,Porter Boom,2,25,8,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,1290,Bajuvator Doppelbock,7,90,7.2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,520,Roundabout Oatmeal Stout,1,21,6,"Everyone has their price. For some, it's measured in dollars per hour, for others it's powder days. For those that have the gift of passion for the dark side, it's measured in pints of Oatmeal Stout. Another one of FiftyFifty's seasonals, the Roundabout Oatmeal Stout is brown to black in color and nearly opaque. It has a velvet like mouthfeel, moderate hints of dark dried fruit, espresso beans and Dark Chocolate... and just a hint of hop bitterness. The addition of Flaked Oats gives this brew its wonderful creamy texture. Roundabout Oatmeal Stout is one of a series of Stouts that FiftyFifty Brewing Co. will produce during the course of the year. Enjoy!",2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,134,Ale,-1,-1,4.4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,372,Bombardier Premium Ale,-1,-1,5.2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,39,Christmas Ale 2003,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,919,Old Stock Ale 2002,1,13,11.4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,1204,Ruination IPA,3,32,7.7,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,992,PrimÃ¡tor Double 24% / PrimÃ¡tor Double Bock Beer,7,90,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,62,Salvation,5,72,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,865,Schokolade Bock,7,90,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,286,Winterkoninkse,-1,-1,8.3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,1268,Toasted Oats & Molasses Brown Ale,3,38,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,184,Gouyasse / Goliath,-1,-1,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,676,Pumpkin Ale,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,676,Port Washington Old Port Porter,2,25,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,676,"Triple \H\""""",4,50,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,676,Maslifter Oktoberfest,7,84,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,676,Port Washington Amber Ale,3,33,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,676,Port Washington Pier 96 Lager,8,95,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,408,Munich Dunkel,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,757,ReichelbrÃ¤u Eisbock,7,90,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,752,Oktoberfest,7,84,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,907,Tripel,-1,-1,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,194,Bruin Tradition / Brune Tradition,-1,-1,8.2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,194,Reserve Speciale / SpÃ©ciale NoÃ«l,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,1051,Black Hook Porter,2,25,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,803,Downtown Brown,3,38,5,"A smooth, full-bodied nut brown ale, lightly hopped with a hint of roasted chocolate and crystal malts.  This ale is dark in color without the heavy taste of porter or stout.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,338,Autumnal Fire,7,90,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,972,Hacker-Pschorr Hubertus Bock,7,90,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,287,Goudenband 2002,-1,-1,8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,932,Pale Ale,3,26,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,992,PrimÃ¡tor Blonde Bock Beer,7,90,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,1268,Princess of Darkness Porter,2,25,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,1302,Tyskie Gronie,-1,-1,5.7,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,1268,Roundhouse Rye,8,95,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,586,Oktoberfest,7,84,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,769,Oktoberfest,7,84,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,168,Ultra AmbrÃ©e,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,906,Edison Light Beer,8,95,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,820,James Squire Australian Best Ale Limited Release,-1,-1,6.8,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,1181,Sprecher Oktoberfest,7,84,5.75,"Traditionally brewed to celebrate the harvest season, this reddish-brown lager has a rich caramel character and a long flavorful finish. Its delicious malty sweetness is nicely accented by a slighty fruity bouquet and a mild hop flavor.",5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,157,Samuel Adams Triplebock 1995,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,1051,Hoptoberfest,7,84,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,88,Festbier,7,84,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,1200,Lizard Lager,8,95,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,1153,William Capen Bitter Ale,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,632,Full Tilt IPA,3,31,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,637,Christmas Ale,-1,-1,8.1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,23,Tripel Reserve,-1,-1,9,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,94,Hop Rod Rye,3,32,8,"Essentially a strong American IPA made with 20% rye malt. Darker in color, Hop Rod Rye boasts a huge hop aroma and flavor accompanied by a slightly sweet, malty finish.",4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,554,Northern Glory Premium Ale,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,134,Riggwelter Yorkshire Ale,-1,-1,5.7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,270,Trappist Blond,-1,-1,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,786,Lucifer,-1,-1,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,971,Tie Die Red,3,33,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,512,Saranac Hefeweizen,4,50,5.6,This traditional style German Wheat beer (pronounced) Hah-fuh-vite-zen) remains unfiltered to preserve it's natural smooth flavor and aroma. Don't be alarmed by its cloudy appearance or noticeable sediment. The slight banana and clove aroma comes from the authentic German Hefeweizen yeast. It has a light refreshing finish.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,1301,Chief Blackhawk Porter,2,25,5.6,"In 1767 a great Sauk leader was born.  His name meant \the black sparrow hawk.\""  He came to be known as Black Hawk.  Strong beliefs",5, Black Hawk was driven from his ancestral home during a war that bears his name.  We celebrate this Sauk leader and his courage with our BlackHawk Porter, the kind of beer that make you say," Ma-ka-tai-she-kia-kiak!

Chief BlackHawk Porter is a robust black and sharply bittersweet ale.  This style was traditionally the session beer consumed by the porters in London.""",0,2010-07-22 20:00:20,,,,,,,,,,,,,,,,,,,,,,
1433,619,Dort,7,90,6.5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,803,8-Ball Stout,3,42,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,1153,Milkhouse Stout,3,42,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,1153,Old 47 Ale,3,26,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
